0.265033817,0.082177734,0.00035356
0.265033817,0.102722168,0.000342241
0.265033817,0.102722168,0.000359553
0.265033817,0.102722168,0.000358221
0.265033817,0.123266602,0.000338912
0.265033817,0.143811035,0.000336248
0.265033817,0.143811035,0.00037753
0.265033817,0.143811035,0.000367543
0.265033817,0.143811035,0.000338246
0.265033817,0.143811035,0.000375533
0.265033817,0.143811035,0.000362882
0.265033817,0.143811035,0.000354892
0.265033817,0.143811035,0.000343572
0.265033817,0.143811035,0.00036155
0.265033817,0.143811035,0.000368874
0.265033817,0.143811035,0.000354892
0.265033817,0.143811035,0.000333585
0.265033817,0.164355469,0.000335582
0.265033817,0.164355469,0.000340243
0.265033817,0.164355469,0.000383523
0.265033817,0.164355469,0.000344238
0.265033817,0.164355469,0.000368874
0.265033817,0.164355469,0.000368874
0.265033817,0.164355469,0.000372869
0.265033817,0.164355469,0.000374867
0.265033817,0.184899902,0.000348899
0.265033817,0.184899902,0.000537331
0.265033817,0.184899902,0.000581277
0.265033817,0.184899902,0.00052801
0.265033817,0.184899902,0.000529341
0.265033817,0.184899902,0.000341575
0.265033817,0.184899902,0.000365545
0.265033817,0.205444336,0.000577947
0.265033817,0.205444336,0.000564631
0.265033817,0.205444336,0.000534668
0.265033817,0.205444336,0.000549316
0.265033817,0.205444336,0.000562633
0.265033817,0.205444336,0.000530673
0.265033817,0.205444336,0.000536
0.265033817,0.205444336,0.000571955
0.265033817,0.205444336,0.000547985
0.265033817,0.205444336,0.000530007
0.265033817,0.205444336,0.000534668
0.265033817,0.205444336,0.000553311
0.265033817,0.205444336,0.000571955
0.265033817,0.205444336,0.000543324
0.265033817,0.205444336,0.000589267
0.265033817,0.205444336,0.000542658
0.265033817,0.205444336,0.000554643
0.265033817,0.22598877,0.000551314
0.265033817,0.22598877,0.000549316
0.265033817,0.22598877,0.000571289
0.265033817,0.22598877,0.000530673
0.265033817,0.22598877,0.000529341
0.265033817,0.22598877,0.000534668
0.265033817,0.22598877,0.000547319
0.265033817,0.22598877,0.000547985
0.265033817,0.22598877,0.000549316
0.265033817,0.22598877,0.000564631
0.265033817,0.22598877,0.000532005
0.265033817,0.22598877,0.000598588
0.265033817,0.22598877,0.000597257
0.265033817,0.22598877,0.00059992
0.265033817,0.22598877,0.000530673
0.265033817,0.22598877,0.000530007
0.265033817,0.22598877,0.000535334
0.265033817,0.22598877,0.000542658
0.265033817,0.22598877,0.000540661
0.265033817,0.22598877,0.000553977
0.265033817,0.22598877,0.000555309
0.265033817,0.22598877,0.000601918
0.265033817,0.22598877,0.000534002
0.265033817,0.22598877,0.000541326
0.265033817,0.22598877,0.000552646
0.265033817,0.22598877,0.000564631
0.265033817,0.22598877,0.000534668
0.265033817,0.22598877,0.00053267
0.265033817,0.22598877,0.000548651
0.265033817,0.22598877,0.000535334
0.265033817,0.22598877,0.000577947
